video,stereo,t,u,v,id
5010,False,1.74451293945312,0.3808341,0.5034016,31
5010,False,1.75548413085937,0.3811465,0.5038831,31
5010,False,1.76645434570313,0.3815168,0.5044595,31
5010,False,1.7774248046875,0.3820841,0.505057,31
5010,False,1.7883955078125,0.382745,0.5056199,31
5010,False,1.79936596679688,0.3836272,0.5063365,31
5010,False,1.811333984375,0.3846709,0.507059,31
5010,False,1.8223046875,0.3857367,0.5076827,31
5010,False,1.83327612304688,0.3869753,0.5082504,31
5010,False,1.84424633789063,0.3882094,0.5087633,31
5010,False,1.85521704101563,0.3894718,0.5089837,31
5010,False,1.8661884765625,0.3907376,0.5091872,31
5010,False,1.87815576171875,0.3920296,0.5091037,31
5010,False,1.889126953125,0.3933026,0.5089702,31
5010,False,1.90009692382812,0.3945562,0.5088298,31
5010,False,1.91106811523437,0.3957496,0.5088211,31
5010,False,1.92203833007813,0.3969539,0.5089427,31
5010,False,1.93300952148438,0.3980512,0.509049,31
5010,False,1.94398022460937,0.3991289,0.5091553,31
5010,False,1.95494995117188,0.4000874,0.5091549,31
5010,False,1.9699111328125,0.4010562,0.5091495,31
5010,False,1.97888671875,0.401925,0.5091776,31
5010,False,1.988859375,0.4027748,0.5092677,31
5010,False,1.99883325195312,0.4035292,0.5094286,31
5010,False,2.00980395507812,0.4042453,0.5095958,31
5010,False,2.02077490234375,0.4048898,0.5097343,31
5010,False,2.03174609375,0.4055606,0.5097703,31
5010,False,2.04271557617187,0.4061545,0.5098289,31
5010,False,2.05468359375,0.4067068,0.5098956,31
5010,False,2.0646572265625,0.4072172,0.5099428,31
5010,False,2.07662475585937,0.407577,0.50986,31
5010,False,2.0875966796875,0.4079256,0.5097493,31
5010,False,2.09856689453125,0.4081728,0.5094925,31
5010,False,2.109537109375,0.4083835,0.5092474,31
5010,False,2.12050805664063,0.4085149,0.508894,31
5010,False,2.13147875976563,0.4086605,0.5085769,31
5010,False,2.14344750976562,0.4087984,0.5082121,31
5010,False,2.15441723632813,0.4088912,0.5077816,31
5010,False,2.16538891601563,0.4090105,0.507252,31
5010,False,2.17635888671875,0.409135,0.5066327,31
5010,False,2.187330078125,0.4093024,0.5060695,31
5010,False,2.19830004882812,0.4095382,0.5053647,31
5010,False,2.20927001953125,0.4098591,0.5046027,31
5010,False,2.22123852539062,0.4102565,0.5038722,31
5010,False,2.23220971679687,0.4107212,0.5033501,31
5010,False,2.24318041992187,0.4111804,0.5028552,31
5010,False,2.25415454101563,0.4117228,0.5023981,31
5010,False,2.26512475585937,0.412264,0.5019011,31
5010,False,2.2760947265625,0.412936,0.5014585,31
5010,False,2.28806323242187,0.4136065,0.5010282,31
5010,False,2.29903369140625,0.4143166,0.5006171,31
5010,False,2.3100048828125,0.4150434,0.5002691,31
5010,False,2.32097534179688,0.4157469,0.4999374,31
5010,False,2.33194653320313,0.4164284,0.4996085,31
5010,False,2.34291748046875,0.4170948,0.4993461,31
5010,False,2.35488525390625,0.4177482,0.4990177,31
5010,False,2.36585522460937,0.4184057,0.4987494,31
5010,False,2.37682568359375,0.4190457,0.4985257,31
5010,False,2.38879443359375,0.4196722,0.4984905,31
5010,False,2.39976440429687,0.4202867,0.4985434,31
5010,False,2.41073510742187,0.4208594,0.4985994,31
5010,False,2.422703125,0.4214906,0.4986702,31
5010,False,2.43467163085938,0.4221315,0.4985965,31
5010,False,2.44464453125,0.4227727,0.4984792,31
5010,False,2.455615234375,0.4233969,0.498338,31
