video,stereo,t,u,v,id
5017,False,0.01097021484375,0.07151375,0.5210975,12
5017,False,0.02194189453125,0.07241587,0.5214139,12
5017,False,0.032912109375,0.07327768,0.5215377,12
5017,False,0.043882568359375,0.07411339,0.5217925,12
5017,False,0.054853515625,0.0748643,0.5219355,12
5017,False,0.0668212890625,0.07561368,0.5221131,12
5017,False,0.077791748046875,0.07631841,0.5222819,12
5017,False,0.0887626953125,0.07698268,0.522429,12
5017,False,0.0997333984375,0.07761842,0.5224901,12
5017,False,0.110703857421875,0.07816726,0.5225753,12
5017,False,0.1216748046875,0.07870195,0.5225937,12
5017,False,0.133643310546875,0.07922924,0.522514,12
5017,False,0.144613037109375,0.07966527,0.522454,12
5017,False,0.155583740234375,0.0800697,0.5222309,12
5017,False,0.1665546875,0.08045974,0.5220616,12
5017,False,0.177525146484375,0.08075333,0.521773,12
5017,False,0.18849609375,0.08108398,0.5215195,12
5017,False,0.200464111328125,0.08132437,0.5212453,12
5017,False,0.2114345703125,0.08155667,0.5210515,12
5017,False,0.22240576171875,0.08170523,0.5208554,12
5017,False,0.234373046875,0.0818674,0.5206381,12
5017,False,0.245343505859375,0.08201122,0.5203956,12
5017,False,0.2573125,0.08215848,0.5202425,12
5017,False,0.2682822265625,0.08227069,0.51998,12
5017,False,0.2792529296875,0.08237337,0.5198578,12
5017,False,0.291221435546875,0.08249244,0.5196951,12
5017,False,0.302192138671875,0.08258936,0.5196394,12
5017,False,0.31416015625,0.0826772,0.519658,12
5017,False,0.325130615234375,0.08277343,0.5195967,12
5017,False,0.3361015625,0.0828774,0.5195667,12
5017,False,0.34806982421875,0.08296949,0.5195861,12
5017,False,0.3590400390625,0.08305965,0.5196295,12
5017,False,0.371008056640625,0.08314833,0.5196729,12
5017,False,0.381978515625,0.0832221,0.5197045,12
5017,False,0.393947021484375,0.0833028,0.5197313,12
5017,False,0.404918212890625,0.08336576,0.5197339,12
5017,False,0.41588818359375,0.08340404,0.5198715,12
5017,False,0.426858642578125,0.08348335,0.5198839,12
5017,False,0.43882666015625,0.08352266,0.5198928,12
5017,False,0.449797607421875,0.08353963,0.5199482,12
5017,False,0.45977099609375,0.08357294,0.5199631,12
5017,False,0.471739013671875,0.0835756,0.5199855,12
5017,False,0.482709228515625,0.08357127,0.5199916,12
5017,False,0.49368017578125,0.08360326,0.5199758,12
5017,False,0.504651123046875,0.0835847,0.519959,12
5017,False,0.515621337890625,0.08355002,0.5199304,12
5017,False,0.526593505859375,0.08350263,0.5198935,12
