video,stereo,t,u,v,id
4008,False,0.022939208984375,0.4189114,0.483399,12
4008,False,0.0498671875,0.4196969,0.4825016,12
4008,False,0.058843017578125,0.42212,0.4802485,12
4008,False,0.067818359375,0.4228817,0.4796675,12
4008,False,0.07779248046875,0.423604,0.4792568,12
4008,False,0.086768310546875,0.4242931,0.478869,12
4008,False,0.096741943359375,0.4249454,0.4785625,12
4008,False,0.1077119140625,0.4255639,0.4784241,12
4008,False,0.118682861328125,0.4261266,0.4782788,12
4008,False,0.129653564453125,0.4266446,0.4783967,12
4008,False,0.140624267578125,0.4270036,0.4784475,12
4008,False,0.15159423828125,0.4274239,0.478474,12
4008,False,0.163563232421875,0.4276772,0.4785662,12
4008,False,0.174533447265625,0.4279301,0.4787202,12
4008,False,0.185505126953125,0.4280648,0.4788806,12
4008,False,0.196475341796875,0.4282163,0.4790432,12
4008,False,0.207446044921875,0.4282747,0.4791766,12
4008,False,0.218416015625,0.4283328,0.4791338,12
4008,False,0.22938720703125,0.4283472,0.4791254,12
4008,False,0.24035791015625,0.4283607,0.4791218,12
4008,False,0.252325439453125,0.4283395,0.4790933,12
4008,False,0.26329638671875,0.4282502,0.4790636,12
4008,False,0.274267578125,0.4281838,0.4791225,12
4008,False,0.285237060546875,0.4280424,0.4793456,12
4008,False,0.29620849609375,0.4279083,0.4794826,12
4008,False,0.3071787109375,0.427749,0.4797355,12
4008,False,0.318150146484375,0.4275379,0.4800269,12
4008,False,0.33011767578125,0.427363,0.4803473,12
4008,False,0.340597900390625,0.4271188,0.4806642,12
4008,False,0.351568603515625,0.4268015,0.4810783,12
4008,False,0.363535888671875,0.4264942,0.4815515,12
4008,False,0.373509521484375,0.4261245,0.4822015,12
4008,False,0.3854775390625,0.4257349,0.4828567,12
4008,False,0.3964482421875,0.4252678,0.4837032,12
4008,False,0.407418701171875,0.4248517,0.484593,12
4008,False,0.418389404296875,0.4243083,0.4855074,12
4008,False,0.4293603515625,0.423719,0.4864545,12
4008,False,0.440838623046875,0.4231498,0.4873541,12
4008,False,0.45180908203125,0.4224726,0.4883093,12
4008,False,0.462780029296875,0.4218038,0.4891887,12
4008,False,0.473750732421875,0.421054,0.490047,12
4008,False,0.48571826171875,0.4202444,0.4910204,12
4008,False,0.496689453125,0.4194154,0.4919669,12
4008,False,0.507660400390625,0.4185115,0.4930481,12
4008,False,0.519628173828125,0.4175662,0.494103,12
4008,False,0.530598876953125,0.4166048,0.495025,12
4008,False,0.542566650390625,0.4155841,0.4960169,12
4008,False,0.553537841796875,0.4145875,0.4970283,12
4008,False,0.565504638671875,0.4135297,0.4979292,12
4008,False,0.5764755859375,0.4124628,0.4988855,12
4008,False,0.5884443359375,0.411354,0.4998652,12
4008,False,0.599414794921875,0.4102274,0.5006893,12
4008,False,0.611383056640625,0.4091096,0.5015534,12
4008,False,0.62235400390625,0.4079948,0.5023996,12
4008,False,0.634321533203125,0.4068387,0.5031317,12
4008,False,0.64628955078125,0.4056462,0.5039528,12
4008,False,0.656262451171875,0.404441,0.5048706,12
4008,False,0.668230712890625,0.4032204,0.5057735,12
4008,False,0.67920166015625,0.4020042,0.5067359,12
4008,False,0.69017236328125,0.4007486,0.5077273,12
4008,False,0.701142822265625,0.3994735,0.508823,12
4008,False,0.71211328125,0.3982037,0.510042,12
4008,False,0.72308349609375,0.3968911,0.5113395,12
4008,False,0.734054443359375,0.3956017,0.5128791,12
4008,False,0.746022705078125,0.394327,0.5143614,12
